did|mid
87453|168061
87453|168877
87453|174527
87453|175723
87453|179523
87453|180036
87453|219299
87453|229767
87453|233225
87453|233231
87453|242179
87453|242186
87453|243899
87453|272225
87453|294049
87453|294050
87453|308904
87453|348898
87453|358135
87453|371787
87453|371879
87453|371978
87453|371982
87453|371991
87453|373332
87454|61443
87455|374604
87457|177084
87457|248708
87459|140829
87460|113327
87461|321940
87462|43053
87464|338228
87465|43140
87465|198158
87465|250551
87465|263086
87465|273050
87465|314393
87465|339279
87465|356115
87465|374794
87466|50804
87467|6010
87467|195275
87467|299726
87469|316430
87470|173988
87470|326357
87473|132183
87474|13764
87475|324441
87476|60939
87476|107893
87476|117033
87476|189932
87476|274056
87476|274103
87476|274405
87476|312320
87476|316277
87476|348088
87476|363829
87476|364246
87476|370622
87480|14268
87480|61735
87480|75722
87480|163191
87480|192629
87481|138240
87481|144591
87481|223831
87481|260868
87481|329847
87482|317119
87483|280737
87484|331321
87485|71675
87486|215934
87487|85171
87488|311189
87490|290161
87491|107888
87491|208889
87492|40548
87492|293212
87492|318339
87493|290972
87493|307106
87494|120028
87494|194280
87495|237770
87496|114218
87498|361876
87499|178107
87499|292182
87500|46529
87501|21181
87502|321418
87503|71434
87503|100813
87503|236991
87503|362657
87504|123311
87504|130898
87504|238174
87504|316924
87504|331647
87505|2773
87505|26615
87505|55037
87505|64735
87505|66643
87505|93284
87505|117801
87505|120824
87505|143838
87505|144446
87505|144449
87505|154213
87505|154895
87505|170307
87505|170737
87505|186798
87505|188285
87505|192333
87505|198962
87505|222334
87505|223654
87505|231066
87505|254590
87505|281369
87505|282855
87505|284905
87505|289614
87505|308643
87505|312165
87505|315557
87505|321511
87505|330025
87505|335648
87505|366946
87505|367628
87506|343780
87507|77831
87507|77832
87508|206688
87508|260614
87509|16056
87509|21542
87509|31997
87509|32257
87509|33711
87509|56247
87509|60743
87509|75597
87509|75687
87509|79419
87509|79574
87509|81869
87509|82279
87509|85103
87509|89179
87509|93797
87509|97076
87509|125875
87509|131789
87509|137450
87509|138916
87509|141306
87509|141414
87509|141488
87509|143052
87509|145033
87509|149647
87509|158205
87509|159508
87509|161035
87509|163318
87509|184992
87509|191025
87509|192022
87509|192034
87509|192616
87509|193479
87509|195623
87509|203617
87509|206329
87509|206372
87509|206478
87509|207292
87509|212831
87509|213230
87509|215730
87509|215948
87509|216811
87509|216825
87509|224198
87509|235696
87509|239640
87509|240015
87509|240246
87509|240958
87509|245614
87509|255320
87509|267871
87509|274984
87509|280485
87509|281844
87509|321231
87509|327456
87509|331204
87509|339690
87509|345738
87509|347526
87509|347978
87509|348324
87509|348955
87509|354920
87509|355665
87509|358966
87509|359117
87509|361175
87509|362939
87509|362995
87509|363234
87509|363919
87509|364852
87509|366912
87509|367316
87510|32614
87511|248574
87512|81541
87512|175833
87512|177520
87512|303092
87514|253723
87515|80728
87516|40836
87518|57571
87520|254609
87521|146928
87523|134119
87523|169446
87523|229536
87523|283842
87524|106535
87524|368584
87526|282321
87527|65448
87527|65450
87527|304818
87530|11026
87530|16085
87530|41490
87530|41713
87530|54490
87530|59586
87530|90881
87530|99294
87530|112049
87530|139679
87530|149933
87530|160583
87530|165450
87530|175140
87530|232998
87530|241813
87530|307386
87530|311534
87530|331696
87530|342421
87530|350181
87530|363846
87530|368416
87530|368675
87531|23016
87531|103598
87532|9873
87532|28473
87532|33777
87532|57102
87532|61735
87532|62068
87532|89936
87532|106461
87532|164242
87532|241795
87532|277638
87532|281512
87532|289094
87532|292879
87532|299850
87532|304599
87532|307684
87532|323804
87532|340029
87532|360374
87533|338399
87534|38960
87534|45127
87534|91953
87534|93322
87534|117076
87534|126277
87534|126672
87534|135679
87534|141181
87534|142251
87534|157161
87534|160018
87534|161525
87534|167041
87534|169135
87534|178140
87534|178902
87534|195317
87534|195383
87534|200528
87534|211393
87534|219705
87534|222647
87534|232442
87534|241731
87534|252898
87534|287013
87534|301066
87534|303284
87534|307686
87534|312347
87534|330370
87534|343044
87534|346057
87535|59144
87537|161217
87537|299739
87538|273078
87539|281459
87540|223842
87541|250524
87542|90267
87543|591
87543|5941
87543|14974
87543|19749
87543|25340
87543|25635
87543|41388
87543|71099
87543|80198
87543|92573
87543|120574
87543|135361
87543|158773
87543|167565
87543|178468
87543|208656
87543|210778
87543|234035
87543|241610
87543|243191
87543|260410
87543|274009
87543|283348
87543|285265
87543|294810
87543|307496
87543|315532
87543|324029
87543|329447
87543|330234
87543|332065
87543|335601
87543|339875
87543|349789
87543|349985
87543|358275
87543|367471
87543|374021
87544|104331
87544|252282
87544|283461
87545|10736
87547|257089
87549|336264
87550|42983
87550|54744
87550|146740
87550|263777
87551|15930
87551|15939
87551|257308
87552|209334
87553|363600
87555|80392
87555|283717
87556|66277
87557|2228
87557|2419
87557|6850
87557|37255
87557|38861
87557|80030
87557|112250
87557|122026
87557|122814
87557|130703
87557|154515
87557|154557
87557|186155
87557|190510
87557|200203
87557|307940
87557|355689
87557|362731
87557|363157
87557|368456
87558|82685
87559|318855
87560|311413
87561|158836
87561|169326
87561|189316
87561|222305
87561|247157
87562|9136
87564|98562
87565|9195
87565|89010
87568|11591
87568|229863
87568|333529
87569|5334
87570|376766
87571|112372
87571|216657
87572|305915
87573|277558
87573|298422
87573|375915
87574|111270
87575|276775
87576|110590
87576|124880
87576|127116
87576|297302
87576|298665
87576|303862
87576|369845
87576|369848
87577|36359
87578|165157
87579|29602
87579|136415
87579|202430
87580|141392
87581|35227
87581|46531
87581|52096
87581|69279
87581|158391
87581|192742
87581|198085
87581|309702
87582|25509
87582|52025
87583|170022
87584|37770
87584|50057
87584|77077
87584|84508
87584|90451
87584|199879
87584|199881
87584|199885
87584|226589
87584|227199
87584|243153
87584|294454
87584|371226
87585|116608
87586|171264
87587|85884
87587|181790
87587|181791
87588|352831
87589|369587
87590|77894
87590|90546
87592|311020
87593|2763
87593|27794
87593|27795
87593|46743
87593|59871
87593|60888
87593|119436
87593|136335
87593|153041
87593|168037
87593|170253
87593|191125
87593|194085
87593|210971
87593|268678
87593|300752
87593|305955
87593|359567
87593|369064
87593|369973
87593|370806
87594|270147
87595|125971
87595|166794
87596|108463
87596|167379
87597|371470
87598|141888
87599|369045
87600|335434
87600|373085
87601|300622
87601|374725
87602|118258
87603|36627
87604|63302
87604|124883
87604|152126
87604|167758
87604|369096
87604|369918
87604|374894
87605|258442
87606|8370
87606|36542
87606|44670
87606|63370
87606|126798
87606|126877
87606|222269
87607|15857
87608|32219
87609|367133
87610|209894
87610|220247
87610|372287
87611|153021
87612|369838
87613|362366
87614|202544
87615|374680
87616|370805
87617|151913
87619|110577
87620|159475
87621|15899
87621|17289
87621|43051
87621|76897
87621|123448
87621|123449
87621|123450
87621|123451
87621|123452
87621|141738
87621|169725
87621|180484
87621|180485
87621|293499
87621|298721
87621|344021
87622|213459
87623|16151
87623|36471
87623|165091
87624|18390
87624|40871
87624|44359
87624|45557
87624|85211
87624|225926
87624|294663
87624|300563
87624|305539
87624|374072
87625|311146
87625|311348
87626|76303
87626|78589
87626|95288
87626|123533
87626|193939
87626|270022
87627|63373
87628|369840
87629|275554
87630|16169
87631|27785
87631|27805
87631|27813
87631|36340
87631|52020
87631|60546
87631|63443
87631|63452
87631|77898
87631|94471
87631|96511
87631|102278
87631|102280
87631|135080
87631|149065
87631|151943
87631|151963
87631|151972
87631|152007
87631|167381
87631|167506
87631|167747
87631|167775
87631|181438
87631|184330
87631|196665
87631|203701
87631|209888
87631|227259
87631|231342
87631|235036
87631|236271
87631|268676
87631|268719
87631|268760
87631|268761
87631|275540
87631|277556
87631|287010
87631|287043
87631|287045
87631|294024
87631|294025
87631|296578
87631|298346
87631|300404
87631|324722
87631|324732
87631|360989
87631|367158
87631|369063
87631|369084
87631|369541
87631|369553
87631|369570
87631|369658
87631|369660
87631|369665
87631|369680
87631|369687
87631|369766
87631|369780
87631|369946
87631|370127
87631|370480
87631|370488
87631|371506
87631|372981
87631|373003
87631|373051
87631|373252
87631|374695
87631|374697
87631|374925
87632|8776
87632|295241
87633|181563
87633|369581
87634|42929
87634|76340
87634|152115
87634|270020
87635|141284
87636|84849
87636|127132
87636|135479
87636|210970
87636|285583
87636|332502
87636|370603
87637|340606
87637|340616
87638|85489
87638|179937
87638|210963
87638|210981
87638|372189
87638|374997
87639|61041
87639|61463
87639|88680
87639|94289
87639|94402
87639|110603
87639|116602
87639|116603
87639|124645
87639|125160
87639|136332
87639|141896
87639|149067
87639|151998
87639|152106
87639|152114
87639|168027
87639|181541
87639|194090
87639|198612
87639|198643
87639|203117
87639|233921
87639|233922
87639|268679
87639|298362
87639|298683
87639|300380
87639|300747
87639|338172
87639|338173
87639|369042
87639|369787
87639|372171
87639|374802
87639|374825
87639|374914
87640|278626
87641|167507
87642|124573
87642|167880
87642|218677
87642|231227
87642|231228
87642|358924
87642|373105
87643|117299
87644|76305
87645|326314
87646|201367
87646|208894
87647|116343
87647|138247
87647|151925
87647|152116
87647|153047
87647|153049
87647|167447
87647|170255
87647|187757
87647|191006
87647|193906
87647|227247
87647|243546
87647|268630
87647|268739
87647|298052
87647|303407
87647|317699
87647|323092
87647|323093
87647|326315
87647|332330
87647|368064
87647|369546
87647|369705
87647|371924
87647|371930
87648|61994
87649|135162
87650|279538
87651|187763
87652|83166
87652|248034
87652|287512
87652|294675
87652|343972
87653|224318
87654|8761
87654|21333
87654|21346
87654|118263
87654|176608
87654|177938
87654|179524
87654|180137
87654|182020
87654|192513
87654|239296
87654|242214
87654|242231
87654|278383
87654|319755
87654|371981
87654|375601
87656|52838
87656|131444
87656|214318
87656|235419
87656|287134
87656|293930
87657|20133
87657|336001
87658|162397
87659|331160
87660|2067
87660|11029
87660|34744
87660|45241
87660|82896
87660|91684
87660|109028
87660|109143
87660|121864
87660|125613
87660|162337
87660|162370
87660|189116
87660|209589
87660|212711
87660|213603
87660|230669
87660|250452
87660|250456
87660|254637
87660|272923
87660|276657
87660|281279
87660|369356
87661|129769
87661|145441
87661|165202
87661|182488
87661|280595
87661|293662
87661|334830
87661|374380
87662|163070
87662|179942
87662|181431
87662|221649
87662|286402
87662|300767
87662|300768
87662|308549
87662|319966
87663|40760
87663|305346
87664|77459
87664|193704
87664|235410
87666|172282
87667|153050
87667|210997
87667|332325
87668|7256
87668|7263
87668|20064
87668|27538
87668|60651
87668|76993
87668|89412
87668|91428
87668|130282
87668|138424
87668|153417
87668|160196
87668|175765
87668|179989
87668|222428
87668|234816
87668|239511
87668|286658
87668|294434
87668|294459
87668|295245
87668|299042
87668|371153
87668|371236
87668|371244
87668|372982
87668|372983
87668|372984
87668|373250
87669|24488
87670|238962
87671|371132
87672|8700
87672|30352
87672|208685
87673|371144
87674|90944
87674|227419
87674|285223
87675|60587
87675|309343
87676|243139
87678|350481
87679|133806
87680|330221
87681|307420
87682|116601
87682|373682
87683|296736
87683|314931
87684|810
87684|16633
87684|62708
87684|112004
87684|223976
87684|291909
87685|8051
87685|9392
87685|76159
87685|83333
87685|95694
87685|117854
87685|162758
87685|181510
87685|222992
87685|242476
87685|296422
87685|323305
87685|341518
87685|349217
87685|356121
87685|357659
87686|203124
87687|162893
87689|33248
87689|171985
87689|371550
87690|207497
87691|302093
87692|308807
87693|107312
87694|60731
87696|224446
87697|113716
87698|179695
87699|148413
87699|195080
87699|206136
87699|289260
87699|292636
87699|339547
87700|7246
87700|99938
87701|275133
87702|143823
87703|4149
87703|15817
87703|24185
87703|27772
87703|36148
87703|37664
87703|134365
87703|202405
87703|209869
87704|173433
87704|173868
87704|284435
87705|349366
87706|305206
87706|373784
87707|17401
87707|29436
87707|45561
87707|60443
87707|63621
87707|79993
87707|156420
87707|172429
87707|178769
87707|181287
87707|187785
87707|187786
87707|217460
87707|236063
87707|237509
87707|244189
87707|244271
87707|258723
87707|266324
87707|297135
87707|339344
87707|351355
87707|357447
87707|357456
87707|370327
87707|374256
87707|375403
87709|337143
87710|80448
87710|113925
87710|299686
87710|333201
87711|54319
87712|96415
87712|125239
87712|125240
87712|125241
87712|125242
87712|125692
87712|177083
87712|259003
87712|259038
87712|259088
87712|259090
87712|259095
87712|259096
87712|259097
87712|259098
87712|294104
87712|298957
87712|305178
87712|348870
87713|35697
87713|46757
87713|82922
87713|82930
87713|110100
87713|229243
87713|265516
87713|276779
87713|282259
87713|301679
87713|306785
87713|325162
87714|35444
87715|261296
87715|273029
87715|323322
87715|324134
87716|8499
87716|38430
87716|285800
87717|32313
87717|39090
87717|95561
87719|51351
87719|171980
87719|173859
87719|178405
87719|322536
87719|322538
87719|325009
87719|377545
87720|76135
87720|177906
87722|151370
87723|201216
87723|266877
87723|277362
87723|322371
87724|6466
87724|9702
87724|10483
87724|52881
87724|88196
87724|101767
87724|121957
87724|148596
87724|170460
87724|183029
87724|202224
87724|213764
87724|216058
87724|258179
87724|273648
87724|274944
87724|324176
87724|336073
87724|351488
87724|371716
87725|93405
87725|223493
87726|213773
87727|81061
87728|26027
87728|262423
87730|274733
87730|291682
87732|294567
87733|54379
87733|57307
87733|90735
87733|124562
87734|14927
87734|29127
87734|32647
87734|51562
87734|54717
87734|54720
87734|54721
87734|73201
87734|82730
87734|106320
87734|143772
87734|160104
87734|171614
87734|173946
87734|193082
87734|209036
87734|212474
87734|226414
87734|231295
87734|242656
87734|277381
87734|288255
87734|351461
87734|353562
87734|371738
87735|3253
87735|8724
87735|10222
87735|10226
87735|18076
87735|22657
87735|31547
87735|55749
87735|65375
87735|74639
87735|74898
87735|75201
87735|89736
87735|91410
87735|100589
87735|101595
87735|103495
87735|103508
87735|103509
87735|103976
87735|115746
87735|132674
87735|159432
87735|167071
87735|167082
87735|167083
87735|169751
87735|169793
87735|193070
87735|193196
87735|205695
87735|206280
87735|209035
87735|229208
87735|248232
87735|248233
87735|251228
87735|251555
87735|254349
87735|257013
87735|272379
87735|281759
87735|300678
87735|306682
87735|307464
87735|318292
87735|332642
87735|335175
87735|339205
87735|353573
87735|356908
87736|246369
87736|376207
87737|43977
87737|127889
87737|293441
87738|21200
87738|55414
87738|58199
87738|73510
87738|90781
87738|92059
87738|157561
87738|215901
87738|270860
87738|348198
87738|349964
87739|279161
87740|202473
87741|317320
87741|358596
87742|11775
87742|179760
87742|231692
87743|653
87743|82646
87743|135750
87743|172958
87743|184304
87743|238136
87743|266609
87743|292070
87743|374002
87743|375465
87744|251509
87745|328811
87746|222202
87746|356440
87747|153744
87747|164781
87748|173950
87748|179904
87749|277092
87750|89289
87751|346817
87752|76712
87753|57162
87753|130335
87754|10898
87754|20965
87754|65568
87754|240326
87755|30625
87756|77371
87756|98426
87756|121043
87756|125185
87756|155338
87756|174783
87756|177915
87756|182132
87756|197311
87756|208800
87756|217917
87756|229152
87756|255714
87756|261692
87756|282080
87756|282240
87756|302118
87756|310510
87756|317659
87756|345664
87756|350303
87756|365591
87757|159657
87757|186508
87757|190655
87757|343420
87758|243435
87760|97857
87761|8441
87762|309885
87763|18283
87763|24904
87763|33293
87763|77500
87763|132195
87763|137715
87763|181140
87763|181290
87763|192922
87763|198582
87763|205356
87763|218900
87763|222078
87763|229288
87763|239465
87763|244027
87763|246308
87763|261399
87763|262661
87763|266278
87763|270529
87763|286890
87763|305098
87763|343969
87763|344255
87763|351016
87763|373645
87763|373649
87763|373763
87763|374164
87763|374166
87763|375320
87764|240926
87765|253546
87766|121342
87766|339754
87767|26330
87768|614
87769|230360
87770|33270
87770|40324
87770|43768
87770|90677
87770|161538
87770|220521
87770|338673
87771|335000
87772|74114
87773|3441
87773|33659
87773|328828
87773|344987
87774|161829
87775|231788
87776|28422
87777|99027
87777|156894
87777|207220
87777|249675
87777|258678
87777|310652
87777|313719
87778|356122
87778|356596
87779|259831
87780|231726
87782|12849
87782|35052
87782|91017
87782|91018
87782|91019
87782|108161
87782|182248
87782|204494
87782|223448
87782|225264
87782|225283
87782|225284
87782|286236
87782|352177
87782|376360
87783|31517
87783|44045
87783|60823
87784|154170
87784|154798
87784|158101
87784|192307
87784|346292
87784|368637
87785|321740
87786|188517
87787|80905
87789|259932
87789|262229
87789|325999
87789|328941
87790|46639
87791|106436
87792|2384
87793|94836
87794|239190
87795|185736
87796|270204
87797|370957
87798|227883
87798|278805
87799|285970
87800|11517
87800|65022
87800|291969
87801|112858
87801|322827
87801|377502
87802|39693
87803|221293
87803|299364
87804|332249
87805|12091
87805|166445
87806|279881
87807|23230
87807|29492
87807|33554
87807|43008
87808|30632
87808|198156
87808|225870
87809|98432
87810|129190
87811|179881
87815|186389
87817|182944
87817|294734
87818|52859
87819|6955
87819|72827
87819|166639
87819|273483
87819|313029
87820|60457
87820|356590
87821|89817
87821|117852
87821|237970
87821|265959
87821|336424
87821|343970
87822|15324
87823|176118
87823|311579
87824|116732
87825|24633
87826|188117
87828|255610
87829|150879
87829|206818
87830|14356
87830|238215
87831|282434
87832|6595
87832|104433
87832|164111
87832|175600
87832|231656
87832|356923
87833|3211
87833|307429
87833|315738
87834|8416
87835|97268
87835|350327
87836|28942
87836|64355
87836|89790
87836|164693
87836|172825
87836|217358
87836|375475
87837|296998
87838|100886
87838|132032
87838|179237
87838|199516
87838|212329
87840|288687
87841|364428
87842|54114
87842|199754
87842|309803
87842|320316
87842|326229
87842|366810
87843|171680
87843|202588
87844|15915
87844|25754
87844|89771
87844|123099
87844|129638
87844|129671
87844|130213
87844|166980
87844|173985
87844|179342
87844|179708
87844|223309
87844|238095
87844|250528
87844|262195
87844|273138
87844|285085
87844|293683
87844|360964
87844|369009
87844|369347
87844|374023
87845|45604
87845|305517
87846|190916
87847|103470
87847|244641
87848|312004
87849|199807
87850|131873
87851|37602
87852|75592
87852|160650
87852|302352
87853|274716
87854|85105
87855|368898
87857|12953
87858|220529
87859|238297
87861|100650
87861|307277
87862|19487
87862|171370
87863|66085
87864|244599
87865|5761
87865|25344
87865|111377
87865|111846
87865|141789
87865|187452
87865|207967
87866|247566
87867|286845
87868|216618
87868|273066
87869|58542
87869|160562
87869|199926
87869|223815
87869|223929
87869|260110
87869|306201
87870|2847
87870|216590
87870|216591
87870|313526
87870|363896
87872|19254
87873|221650
87874|265099
87874|356797
87875|4935
87875|14260
87875|17742
87875|17743
87875|17745
87875|21084
87875|23589
87875|33688
87875|38845
87875|51360
87875|53089
87875|61719
87875|70005
87875|75264
87875|89578
87875|118614
87875|119856
87875|125775
87875|183492
87875|188645
87875|200415
87875|209440
87875|219829
87875|235365
87875|242300
87875|265189
87875|269635
87875|269697
87875|270813
87875|270838
87875|278884
87875|280840
87875|300778
87875|301376
87875|301384
87875|354231
87875|355892
87875|377589
87876|359933
87876|370011
87877|1043
87877|44900
87877|67810
87877|109689
87877|114635
87877|138783
87877|147057
87877|186056
87877|227022
87877|236081
87877|254554
87877|296824
87877|312136
87877|335636
87877|335875
87878|327706
87879|100258
87880|101810
87881|28946
87881|35492
87881|92041
87881|133056
87881|166375
87881|166377
87881|166379
87881|166380
87881|166384
87881|246849
87881|261197
87881|344704
87881|356608
87883|324450
87884|3368
87884|33614
87884|121899
87884|229648
87885|205833
87886|309412
87886|349963
87887|197574
87887|252723
87887|273709
87888|204059
87889|129764
87889|209246
87889|260374
87890|63069
87890|293794
87891|175969
87891|282513
87892|16902
87893|294066
87894|25316
87894|25335
87894|25338
87894|47040
87894|54242
87894|88041
87894|103794
87894|239344
87894|256505
87894|277588
87894|328733
87894|348120
87895|37164
87898|66068
87898|252590
87899|212552
87901|12974
87901|132966
87902|70494
87902|166321
87903|269037
87904|12001
87904|12695
87904|263014
87904|344613
87905|269247
87906|88724
87906|134157
87906|203803
87906|360847
87907|20121
87907|86582
87907|88728
87907|94084
87907|139512
87907|181289
87907|204045
87907|225890
87907|226849
87907|229274
87907|244018
87907|261209
87907|270590
87907|272208
87907|272555
87907|292079
87907|307558
87907|317107
87907|320412
87907|320436
87907|320550
87907|327027
87907|333965
87907|337526
87907|343845
87907|356187
87907|356430
87909|105977
87910|31390
87910|71837
87910|129668
87910|179608
87910|209951
87910|209965
87910|228173
87910|259441
87910|290169
87910|304165
87910|307088
87910|325601
87910|325602
87910|352218
87910|359640
87910|375093
87911|343333
87911|372961
87912|133037
87912|184291
87912|243373
87913|119000
87913|234698
87914|293365
87916|65552
87916|194111
87916|234124
87917|283709
87918|30497
87918|37731
87918|40365
87918|57806
87918|62427
87918|69839
87918|75757
87918|76478
87918|77480
87918|85527
87918|91510
87918|95506
87918|120439
87918|136679
87918|140233
87918|145655
87918|147462
87918|156573
87918|157126
87918|179808
87918|180106
87918|181330
87918|184627
87918|184775
87918|187644
87918|191156
87918|197904
87918|197905
87918|198177
87918|205530
87918|209997
87918|212596
87918|226309
87918|227537
87918|231687
87918|237871
87918|244101
87918|244837
87918|248409
87918|248721
87918|256902
87918|266311
87918|273733
87918|280588
87918|280611
87918|282066
87918|286723
87918|303742
87918|304439
87918|305562
87918|311255
87918|311570
87918|313031
87918|317230
87918|317330
87918|319741
87918|321426
87918|337980
87918|342318
87918|346853
87918|348712
87918|352580
87918|360952
87918|363512
87918|367011
87918|369344
87918|373497
87918|373767
87918|376518
87918|376522
87918|376524
87919|31366
87920|178190
87921|251138
87921|261875
87923|25424
87923|30507
87923|36420
87923|62410
87923|74787
87923|88507
87923|95949
87923|132116
87923|134537
87923|137330
87923|167319
87923|173735
87923|199924
87923|207887
87923|225832
87923|239248
87923|247646
87923|249469
87923|255844
87923|259124
87923|311879
87923|322040
87923|344036
87923|354914
87923|373547
87923|373765
87924|77496
87925|182233
87926|18508
87926|249531
87927|13000
87928|76541
87928|100611
87928|102101
87928|155107
87929|28766
87930|41158
87931|132983
87931|237122
87932|318814
87933|69096
87934|1666
87934|13375
87934|26422
87934|89112
87934|94485
87934|340837
87934|345784
87934|353712
87935|344166
87936|48836
87937|104802
87939|101710
87940|240198
87941|23622
87942|10143
87943|99008
87944|83407
87944|135112
87945|295091
87946|10673
87946|209513
87946|345883
87947|168299
87948|79865
87948|90357
87949|147966
87949|170794
87950|21667
87951|208716
87951|299437
87952|237472
87953|371281
87954|78001
87954|179212
87954|189059
87955|56727
87955|81096
87955|109801
87955|135999
87955|139234
87955|147866
87955|150997
87955|164719
87955|176709
87955|338815
87955|350829
87955|361541
87956|210731
87956|303883
87956|326482
87957|85178
87957|123413
87957|178581
87958|17551
87958|61213
87958|62412
87958|83039
87958|92893
87958|95621
87958|132089
87958|132114
87958|198173
87958|202116
87958|217281
87958|220694
87958|230094
87958|238827
87958|251130
87958|253735
87958|259166
87958|261907
87958|352894
87958|356126
87958|357668
87958|370936
87958|374253
87959|9232
87959|236048
87959|265656
87959|265665
87959|279993
87959|286728
87959|375424
87960|123863
87961|248671
87963|37384
87964|99014
87965|211380
87965|324069
87966|194600
87969|280586
87969|359590
87970|36424
87970|75981
87970|95980
87970|178795
87970|179209
87970|179709
87970|189479
87970|197128
87970|216189
87970|219647
87970|228843
87970|258793
87970|275961
87970|279815
87970|334202
87970|343392
87970|344047
87970|359587
87970|373653
87970|375064
87970|375458
87970|375647
87970|375648
87971|46204
87971|357678
87973|129920
87973|149246
87973|276690
87975|135601
87975|163616
87976|93849
87976|156915
87976|375423
87977|111287
87978|231743
87979|344858
87980|335119
87981|210613
87981|244194
87982|56469
87982|66158
87982|135348
87982|217216
87982|248483
87983|101095
87984|352693
87985|63136
87986|114270
87987|9623
87988|103726
87989|112104
87991|71108
87992|61040
87992|216049
87992|352285
87993|358877
87994|209176
87995|163014
87996|57806
87996|76478
87996|273733
87997|37496
87997|321429
87998|225433
87999|296136
88001|48934
88001|168178
88002|51909
88004|83269
88005|27859
88006|129935
88006|303814
88007|199516
88008|240852
88009|12864
88009|63750
88009|240997
88009|306375
88009|374245
88010|2189
88010|12855
88010|24003
88010|84571
88010|125158
88010|142822
88010|197413
88010|211081
88010|346998
88011|249242
88012|257137
88013|213852
88014|42008
88015|214319
88015|338861
88016|26486
88017|87519
88018|275995
88019|367767
88020|57185
88021|3505
88021|295157
88022|59809
88022|175393
88022|202303
88022|243348
88022|249886
88022|259840
88022|351405
88023|226309
88023|237983
88023|322029
88023|322155
88023|357957
88024|210158
88024|259069
88024|271379
88024|320236
88024|348846
88024|375384
88024|375437
88024|375477
88025|1322
88025|7443
88025|10519
88025|23627
88025|33537
88025|52724
88025|57527
88025|71958
88025|71963
88025|88232
88025|114755
88025|146366
88025|197909
88025|236196
88025|258855
88025|261725
88025|268466
88025|270033
88025|274351
88025|275851
88025|279662
88025|284268
88025|286805
88025|286806
88025|294552
88025|309431
88025|353412
88025|353841
88025|368935
88025|376958
88025|377934
88026|61047
88027|14714
88027|24908
88027|83545
88027|84447
88027|212445
88027|221965
88027|275815
88027|343448
88028|125529
88029|81509
88029|88713
88029|181945
88029|202038
88029|246898
88029|262761
88029|322643
88030|49757
88031|42830
88031|249176
88033|54684
88035|86775
88035|223930
88035|232031
88036|96587
88038|292384
88041|39468
88041|70513
88041|94459
88041|167601
88041|230365
88041|321400
88041|329517
88042|52577
88042|53138
88042|57337
88042|58799
88042|90012
88042|100954
88042|119090
88042|127996
88042|137923
88042|165449
88042|205518
88042|244277
88042|246543
88042|252651
88042|281172
88042|315444
88042|324233
88042|326383
88042|338614
88044|334
88044|54289
88044|89907
88044|111984
88044|112655
88044|112675
88044|125718
88044|148062
88044|162062
88044|219242
88044|230006
88044|269180
88044|283675
88044|284332
88044|295167
88044|318003
88044|351512
88044|365965
88045|286408
88045|356767
88045|366412
88046|79678
88047|91121
88047|119261
88047|125074
88047|155441
88047|179776
88047|179778
88047|182527
88047|182528
88047|182529
88047|225138
88047|230070
88047|237106
88047|255086
88047|290621
88047|352505
88047|366595
88047|376380
88048|95261
88048|152749
88050|40545
88051|139841
88052|316336
88053|21210
88054|312534
88054|337266
88055|57988
88055|128586
88056|121844
88057|357193
88059|187903
88060|77457
88060|192278
88061|24118
88062|19593
88062|166438
88062|279080
88062|281725
88062|281745
88062|334013
88062|338432
88062|338437
88063|10977
88063|13386
88063|73222
88063|76209
88063|101071
88063|110237
88063|147145
88063|201462
88063|249269
88063|290555
88063|290556
88063|293536
88063|314551
88063|316872
88063|343757
88064|148728
88064|249210
88064|254659
88065|361029
88066|292704
88067|4932
88068|167140
88069|38170
88069|61423
88069|234688
88069|289210
88069|309985
88069|346560
88069|370013
88069|370420
88070|346717
88071|238541
88072|811
88073|41389
88073|168533
88073|305339
88074|219721
88074|356393
88074|373704
88075|74469
88076|179038
88076|216621
88076|262137
88076|266431
88076|280582
88077|25728
88077|29356
88077|42933
88077|48008
88077|51090
88077|55556
88077|95605
88077|98991
88077|107715
88077|119877
88077|125594
88077|152325
88077|155649
88077|162603
88077|169722
88077|174122
88077|175059
88077|181344
88077|184123
88077|194576
88077|198230
88077|204905
88077|205386
88077|217319
88077|230051
88077|237205
88077|239425
88077|247950
88077|259186
88077|261387
88077|270717
88077|283309
88077|311488
88077|314580
88077|317631
88077|320565
88077|351370
88077|356063
88077|376552
88079|224652
88080|3977
88080|7480
88082|102545
88083|133311
88084|24352
88084|142133
88084|223457
88084|352196
88086|220702
88087|53945
88088|120724
88088|257401
88088|269118
88088|355122
88089|160063
88090|15270
88090|17541
88090|23169
88090|23985
88090|46908
88090|51455
88090|103134
88090|122489
88090|122491
88090|125320
88090|138697
88090|154291
88090|166423
88090|172386
88090|181137
88090|183258
88090|190750
88090|198030
88090|209986
88090|215991
88090|219267
88090|226339
88090|282187
88090|309929
88090|311240
88090|311361
88090|322555
88090|324693
88090|343479
88090|349600
88090|351231
88090|351937
88090|352614
88090|358896
88090|360649
88090|375084
88091|114714
88091|328792
88091|354750
88092|176187
88093|39142
88093|64417
88093|106532
88093|257810
88094|128469
88095|16192
88095|51040
88095|92088
88095|108866
88095|149243
88095|221350
88095|230495
88095|268216
88095|268304
88095|304708
88095|322375
88095|339308
88095|357731
88095|374535
